agent_id,task_amount_done,distance_moved
0,385.0,2215.6812245053543
1,411.0,2344.5794933338534
2,440.0,2048.22168187656
3,268.0,2451.7292525217126
4,281.0,2663.565102531543
5,571.0,1982.6752103170807
6,384.0,2305.0696516233606
7,272.0,2483.399454185354
8,303.0,2510.3828136979932
9,389.0,2169.2094018415523
10,211.0,2582.7515909413937
11,354.0,2359.8652815821006
12,462.0,2029.021741467357
13,410.0,2252.2099400171414
14,374.0,2297.5659225058075
15,612.0,1786.1845142457194
16,283.0,2602.1669406581764
17,349.0,2328.049918568871
18,556.0,1926.9376711865384
19,418.0,2185.925433336578
20,457.0,2228.7131764929977
21,402.0,2262.3228671204797
22,240.0,2644.831199929783
23,468.0,2251.383708531924
24,303.0,2628.2648624655735
25,398.0,2183.422751033013
26,445.0,2230.2063404171877
27,442.0,2148.36836422404
28,341.0,2463.374765244598
29,580.0,1835.9187241961395
