agent_id,task_amount_done,distance_moved
0,529.0,1842.2461943692283
1,323.0,2184.0540494143593
2,394.0,1975.4504289521547
3,448.0,1977.9751239299244
4,479.0,1858.027206326964
5,284.0,2294.4949667587616
6,343.0,2114.1178790072113
7,333.0,2114.9302744702654
8,261.0,2306.836426989047
9,381.0,2228.1379244745176
10,403.0,2014.4332744147066
11,439.0,2058.048483714786
12,368.0,1946.4405399576622
13,253.0,2420.7102072292696
14,395.0,2180.7140453211136
15,358.0,2269.5381941148153
16,299.0,2411.0223145036025
17,517.0,1786.5544356063576
18,446.0,2044.7257115509863
19,457.0,1742.4116520459345
20,435.0,2027.2343193459085
21,400.0,1942.1188545383316
22,255.0,2366.2825162736026
23,472.0,1867.513561370411
24,421.0,1862.5888357146562
25,460.0,1891.246014852435
26,438.0,1913.9842277115713
27,423.0,2078.009033214793
28,293.0,2258.240072225358
29,339.0,2332.11068655227
