agent_id,task_amount_done,distance_moved
0,391.0,2016.3964005726048
1,282.0,2381.611939982957
2,296.0,2385.327702815591
3,404.0,2071.684400009025
4,403.0,2078.45293044225
5,435.0,1858.3295180623463
6,491.0,1774.1570480906864
7,371.0,2135.2549869985432
8,424.0,2062.22343294464
9,362.0,2273.4004532289646
10,522.0,1810.2102486439474
11,395.0,2118.4089621516277
12,431.0,1888.516022857993
13,484.0,1917.1469909279406
14,413.0,2193.957576175818
15,221.0,2566.929719861466
16,462.0,2080.404243095905
17,321.0,2143.276058817261
18,389.0,2224.518302244088
19,275.0,2288.263932135333
20,384.0,2006.705572722744
21,394.0,2239.4033733868187
22,313.0,2192.010696763248
23,328.0,2264.1759066793547
24,411.0,1943.929862933678
25,464.0,2090.1681061653794
26,386.0,2150.7376001880166
27,333.0,2256.0352213586657
28,400.0,2019.283993935415
29,517.0,1762.2401976743415
