agent_id,task_amount_done,distance_moved
0,372.0,2168.7792061605346
1,394.0,1946.8141331119366
2,495.0,1882.1182854783042
3,391.0,2084.6488038778807
4,324.0,2196.020337179729
5,345.0,2224.3265829237134
6,385.0,2107.289231089337
7,405.0,1850.1591370863878
8,343.0,2202.348291174414
9,445.0,1963.5412526415928
10,358.0,2012.6295591265812
11,598.0,1655.1372703495974
12,465.0,1855.9869680356971
13,511.0,1685.9554762224138
14,397.0,2110.7511409539584
15,189.0,2509.5918520083283
16,368.0,2155.2893572614294
17,398.0,2238.295100400536
18,339.0,2314.450250337675
19,352.0,2209.865445452747
20,437.0,1991.0121999237165
21,330.0,2226.926722838938
22,506.0,1756.4327967338784
23,393.0,2120.2831275208246
24,297.0,2327.637480690994
25,354.0,2358.125975205575
26,287.0,2073.400508511134
27,340.0,2278.7572706472633
28,431.0,1835.665089322608
29,397.0,2232.098434769029
