agent_id,task_amount_done,distance_moved
0,417.0,1894.8404315318364
1,423.0,2209.411439803683
2,223.0,2569.005212575406
3,574.0,1873.085510400169
4,312.0,2460.829348647013
5,294.0,2424.342270792483
6,271.0,2598.026638407386
7,456.0,1955.829701360342
8,363.0,2316.202923888019
9,461.0,2051.7133002006412
10,293.0,2596.4532888796875
11,568.0,1771.181712565814
12,375.0,2274.670911801955
13,355.0,2461.5262430347257
14,509.0,1930.2693418103154
15,490.0,2065.055552058552
16,389.0,2096.9180176522464
17,481.0,2091.6076691766098
18,380.0,2381.1553518022547
19,255.0,2473.198294535041
20,397.0,2215.187852028825
21,369.0,2374.9304874310506
22,354.0,2321.973214133936
23,394.0,2319.4796653109215
24,427.0,2029.653282206228
25,425.0,2162.1826478955318
26,305.0,2528.2105808076017
27,278.0,2609.9773288148576
28,346.0,2396.7916175977193
29,440.0,2056.360760729523
