agent_id,task_amount_done,distance_moved
0,509.0,2285.0237623878916
1,319.0,2892.739543018142
2,465.0,2171.8039691142644
3,324.0,2804.4617427860444
4,325.0,2608.6372865326216
5,353.0,2734.0136907223437
6,421.0,2465.501893651374
7,470.0,2389.0478786075732
8,112.0,3505.0889780191187
9,385.0,2619.3674133918485
10,388.0,2674.6352020356376
11,482.0,2376.385678133553
12,405.0,2623.514462897363
13,601.0,1981.292608674722
14,395.0,2553.3511979527957
15,375.0,2637.3360589918184
16,555.0,2189.6626459713357
17,495.0,2354.4970384831868
18,341.0,2800.2206870205832
19,226.0,2881.561492318385
20,305.0,2782.253868975607
21,471.0,2312.5450935402346
22,602.0,2046.0154370773057
23,409.0,2351.084076063283
24,315.0,2568.255553397137
25,348.0,2652.796204563129
26,419.0,2488.4256289298783
27,427.0,2425.417479893565
28,287.0,2730.911940916449
29,160.0,3076.959612210957
