agent_id,task_amount_done,distance_moved
0,419.0,2193.1537574322197
1,549.0,1853.5812234017274
2,388.0,2020.8690074568383
3,343.0,2061.519612784836
4,322.0,2184.3681008127965
5,295.0,2281.3727882161393
6,196.0,2600.2924707226393
7,428.0,1998.975688924
8,434.0,1951.2432970596867
9,398.0,1994.3001481486615
10,287.0,2253.5692439129202
11,412.0,2131.419652674054
12,235.0,2397.8560366422835
13,433.0,1928.99970127516
14,440.0,2048.55690548283
15,410.0,2124.130904974041
16,181.0,2700.3448420683753
17,406.0,1822.5932642406276
18,360.0,2010.6466637211029
19,611.0,1449.2164689849064
20,360.0,2065.0963045547123
21,477.0,1819.96126347639
22,395.0,2192.47463778642
23,442.0,2120.15886517027
24,380.0,2153.7119342075853
25,378.0,2248.3381432695815
26,360.0,2221.5796034373134
27,465.0,1880.6746544854443
28,377.0,2172.2884210601846
29,544.0,1720.7547631626453
