agent_id,task_amount_done,distance_moved
0,301.0,3146.7738623881014
1,699.0,2910.4453218448584
2,717.0,2792.930268183953
3,398.0,2951.8009620067382
4,781.0,2745.975155757483
5,399.0,3283.7317679484895
6,482.0,2987.8718698366242
7,782.0,3009.2038020939435
8,341.0,3013.994132110992
9,589.0,3061.053362375388
