time,agents_total_distance_moved,agents_total_task_amount_done,remaining_tasks,tasks_total_amount_left
0.016666666666666666,3.0,0.0,200,6450.450833936269
0.03333333333333333,6.6930699611813,3.0,200,6447.450833936269
0.05,12.884054090006478,5.0,200,6445.450833936269
0.06666666666666667,21.320160908383556,7.0,200,6443.450833936269
0.08333333333333333,32.32359039345882,11.0,200,6439.450833936269
0.09999999999999999,45.89839147755019,16.0,200,6434.450833936269
0.11666666666666665,61.79221413821562,21.0,200,6429.450833936269
0.13333333333333333,80.18828972636247,26.0,200,6424.450833936269
0.15,101.18749772741836,31.0,200,6419.450833936269
0.16666666666666666,124.75689068141871,37.0,200,6413.450833936269
0.18333333333333332,150.93374672097895,44.0,200,6406.450833936269
0.19999999999999998,179.65377935385786,52.0,200,6398.450833936269
0.21666666666666665,210.8552872409827,60.0,200,6390.450833936269
0.2333333333333333,244.39604319431913,68.0,200,6382.450833936269
0.24999999999999997,280.18502274845343,76.0,200,6374.450833936269
0.26666666666666666,317.80941266058113,84.0,200,6366.450833936269
0.2833333333333333,356.90836892659974,92.0,200,6358.450833936269
0.3,397.344629096601,100.0,200,6350.450833936269
0.31666666666666665,438.8043358555408,109.0,200,6341.450833936269
0.3333333333333333,480.97280203632744,119.0,199,6331.450833936269
0.35,523.9777166905839,130.0,199,6320.450833936269
0.36666666666666664,567.9109291455002,139.0,199,6311.450833936269
0.3833333333333333,612.081246502195,149.0,199,6301.450833936269
0.39999999999999997,656.1967821884076,160.0,199,6290.450833936269
0.41666666666666663,700.1840409369313,171.0,199,6279.450833936269
0.4333333333333333,743.811155131168,182.0,199,6268.450833936269
0.44999999999999996,786.7210796162585,194.0,199,6256.450833936269
0.4666666666666666,828.3283273449413,207.0,199,6243.450833936269
0.4833333333333333,868.4624756705084,221.0,199,6229.450833936269
0.49999999999999994,907.1700008078675,235.0,199,6215.450833936269
0.5166666666666666,944.5030807295361,250.0,199,6200.450833936269
0.5333333333333333,980.5339605640659,265.0,198,6185.450833936269
0.55,1015.2657872445413,282.0,198,6168.450833936269
0.5666666666666668,1048.633579810221,301.0,198,6149.450833936269
0.5833333333333335,1080.5377842656446,322.0,198,6128.450833936269
0.6000000000000002,1111.1384762828184,342.0,198,6108.450833936269
0.6166666666666669,1140.5461568198991,364.0,198,6086.450833936269
0.6333333333333336,1168.8912980959656,387.0,198,6063.450833936269
0.6500000000000004,1196.428750030574,410.0,198,6040.450833936269
0.6666666666666671,1223.355120268013,432.0,197,6018.450833936269
0.6833333333333338,1249.4015709570826,455.0,197,5995.450833936269
0.7000000000000005,1274.619425586461,478.0,196,5972.450833936269
0.7166666666666672,1299.0845014441827,499.0,196,5951.450833936269
0.733333333333334,1323.1678371601656,519.0,195,5931.450833936269
0.7500000000000007,1347.0173876975728,539.0,195,5911.450833936269
0.7666666666666674,1370.8070939759675,558.0,195,5892.450833936269
0.7833333333333341,1394.4511760299397,578.0,195,5872.450833936269
0.8000000000000008,1417.9256387487856,598.0,195,5852.450833936269
0.8166666666666675,1441.1798770537835,619.0,195,5831.450833936269
0.8333333333333343,1464.239409494516,640.0,195,5810.450833936269
0.850000000000001,1487.1292883720844,661.0,195,5789.450833936269
0.8666666666666677,1509.9195382454955,683.0,195,5767.450833936269
0.8833333333333344,1532.6814223010979,705.0,195,5745.450833936269
0.9000000000000011,1555.4736804254587,727.0,195,5723.450833936269
0.9166666666666679,1578.3364393899926,749.0,194,5701.450833936269
0.9333333333333346,1601.357910040498,770.0,192,5680.450833936269
0.9500000000000013,1624.7117353786778,789.0,190,5661.450833936269
0.966666666666668,1648.2901438185552,806.0,190,5644.450833936269
0.9833333333333347,1671.9842722186386,823.0,190,5627.450833936269
1.0000000000000013,1695.9076215877844,839.0,189,5611.450833936269
1.016666666666668,1720.1268046503299,855.0,188,5595.450833936269
1.0333333333333345,1744.6349722693164,870.0,188,5580.450833936269
1.0500000000000012,1769.6284679449354,885.0,187,5565.450833936269
1.0666666666666678,1794.9324962426172,899.0,187,5551.450833936269
1.0833333333333344,1820.9237625349651,914.0,187,5536.450833936269
1.100000000000001,1847.6217799970068,929.0,187,5521.450833936269
1.1166666666666676,1875.0404062836824,944.0,187,5506.450833936269
1.1333333333333342,1903.128892598833,959.0,187,5491.450833936269
1.1500000000000008,1931.8066596130882,974.0,187,5476.450833936269
1.1666666666666674,1960.9397769593104,989.0,187,5461.450833936269
1.183333333333334,1990.2746783832047,1006.0,186,5444.450833936269
1.2000000000000006,2019.923208391743,1021.0,185,5429.450833936269
1.2166666666666672,2050.152194417685,1035.0,182,5415.450833936269
1.2333333333333338,2080.637540627211,1047.0,181,5403.450833936269
1.2500000000000004,2111.4379071067433,1058.0,181,5392.450833936269
1.266666666666667,2142.872340516193,1069.0,180,5381.450833936269
1.2833333333333337,2174.771602663132,1080.0,180,5370.450833936269
1.3000000000000003,2207.136186948428,1093.0,180,5357.450833936269
1.3166666666666669,2240.0442490513547,1107.0,180,5343.450833936269
1.3333333333333335,2273.5090299643034,1121.0,179,5329.450833936269
1.35,2307.4022885004624,1134.0,179,5316.450833936269
1.3666666666666667,2341.5899261370655,1147.0,177,5303.450833936269
1.3833333333333333,2376.3190430108,1158.0,177,5292.450833936269
1.4,2411.313432641109,1171.0,177,5279.450833936269
1.4166666666666665,2446.5439201091235,1184.0,177,5266.450833936269
1.4333333333333331,2481.7925123228874,1198.0,177,5252.450833936269
1.4499999999999997,2517.0087103786877,1212.0,177,5238.450833936269
1.4666666666666663,2552.0150266037977,1226.0,177,5224.450833936269
